"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Economic Sector targeted by intervention","LCRP Appeal","Government Strategy Supported","Funded_by","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Training certified/accredited","For UNICEF Partners","Governorate","database.id","database"
"2018-07-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0925017189","s0566411378","2018-07-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1782243570","s0566411378","2018-06-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-09-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0935878078","s0566411378","2018-09-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-10-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1200651340","s0566411378","2018-10-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i1226431356","2.1.1.1: # of market-based skills training programmes developed","Training progra",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1185728208","s0566411378","2018-02-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-11-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0832870599","s0566411378","2018-11-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0838562840","s0566411378","2018-05-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1185728208","s0566411378","2018-02-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0299810939","s0566411378","2018-04-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-08-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1384699917","s0566411378","2018-08-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-12-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m1871785297","s0566411378","2018-12-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MEHE TVET Roadmap","Netherlands","Livelihoods","m0946477435","s0566411378","2018-01-01",NA,"No",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0923777135","2.1.1.2: # of female SYR completing market-based skills training","Individuals",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m1375613871","s0592354975","2018-01-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m1186848454","s0592354975","2018-02-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0100599070","s0592354975","2018-06-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0923777135","2.1.1.2: # of female SYR completing market-based skills training","Individuals",3,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0100599070","s0592354975","2018-06-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0879658287","s0592354975","2018-05-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0541876678","s0592354975","2018-04-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i1348647294","2.1.1.2: # of female PRS completing market-based skills training","Individuals",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m1375613871","s0592354975","2018-01-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-07-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m1957699644","s0592354975","2018-07-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0845296664","2.1.1.2: # of male SYR completing market-based skills training","Individuals",4,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0100599070","s0592354975","2018-06-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m0567604460","s0592354975","2018-03-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting",NA,"i1951850813","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Water supply; sewerage, waste management and remed,Construction,Wholesale and retail trade; repair of motor vehicl,Transportation and storage,Accommodation and food service activities,Home based activities,Other service activities","Yes","MEHE TVET Roadmap","Germany","Livelihoods","m1375613871","s0592354975","2018-01-01","Women,Youth","Others",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0845296664","2.1.1.2: # of male SYR completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i1226431356","2.1.1.1: # of market-based skills training programmes developed","Training progra",6,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i1226431356","2.1.1.1: # of market-based skills training programmes developed","Training progra",6,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0845296664","2.1.1.2: # of male SYR completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0923777135","2.1.1.2: # of female SYR completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0923777135","2.1.1.2: # of female SYR completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0029325837","2.1.1.2: # of male LEB completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0491559385","2.1.1.2: # of female LEB completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0029325837","2.1.1.2: # of male LEB completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0526278206","Activity-2.1.1: Market-based skills training","Unit",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-05-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0491559385","2.1.1.2: # of female LEB completing market-based skills training","Individuals",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1757616332","s0614625757","2018-05-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0526278206","Activity-2.1.1: Market-based skills training","Unit",1,"Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aain Baalbek","Terre Des Hommes","p0000000516","TDH",NA,NA,"Hairdressing & Other Beauty,Administrative and support service activities,Other service activities","Yes",NA,"LEADERS-RDPP","Livelihoods","m1747726218","s0614625757","2018-06-01","Women,Youth,PWD","MEHE",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.2.3 - entrepreneurship services","i0441565678","2.2.3.1: # of male SYR sensitized on decent work, minimum standards, and labour laws and regulations","Individuals",36,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.2.3 - entrepreneurship services","i1469913740","2.2.3.1: # of male PRL sensitized on decent work, minimum standards, and labour laws and regulations","Individuals",0,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.2.1 - Internships","i0428772095","2.2.1.1: # of female PRL benefitting from internships, on-the-job trainings or apprenticeships","Individuals",0,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.2.2 - Emp Services & Career gud.","i1213949379","2.2.2.1 : # of male PRL supported with employment services, counseling services, jobs & employment referrals, and career guidance","Individuals",1,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.2.2 - Emp Services & Career gud.","i0046274536","2.2.2.1 : # of female PRL supported with employment services, counseling services, jobs & employment referrals, and career guidance","Individuals",0,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome 2: Workforce employability improved- Cadastre","Livelihoods Activity Reporting","Activity-2.1.1 - Skills Training","i0845296664","2.1.1.2: # of male SYR completing market-based skills training","Individuals",6,"Douris","53032","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Douris","Danish Refugee Council","p0000000257","DRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning suppl,Wholesale and retail trade; repair of motor vehicl,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","LEADERS-RDPP","Livelihoods","m1417768416","s0664825438","2018-03-01","Women,Youth","MoL",NA,NA,8413,"LCRP-2018-R Livelihoods"
