"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","ai_allsites.alternate_name","ai_allsites.geographic_location.latitude","ai_allsites.geographic_location.longitude","ai_allsites.name","cadastral_area.code","cadastral_area.name","caza.code","caza.name","comment","comments","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","site_type","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wvkctd2","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wvoshs3","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wvt6mc4","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cnyeaqnkahzjvx9h","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek",NA,NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-04","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ct9wbw8kaxknnad3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c4eliolkaxksz9v4","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek","Community Centre",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cwidpn6kaxm9zk66","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cg380opkaxmd5uz7","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cskkzh5kaxmh5n78","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cyccs2nkaxmlhsr9","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cip83mbkaxn94ipc","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",14
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cuioobkkbhwcq8p7","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-05","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",9
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cwhfbvjkc1soj5m3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7c3olxkc1t3ftw5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c765pnkkc1ti95i7","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c1m2tmykc1tqzo59","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c329t65kck5ucqf5","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida",NA,NA,NA,"UNICEF",8,"Sud","2020-06","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cr3lcx5kck6qsara","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-06","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cm1lwcskd8o1cqr3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",11
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ckiy5tmkd8svv3e5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cj7vhm9kd8t6sk37","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","czg4fp3kdk5ejdj5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-07","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cgekogykdk5jw9i7","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek",NA,NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-07","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cc4amwbkdk5uaixa","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-07","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c2soey4kdtxehy73","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-04","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cijuzapkel0okk04","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",15
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c3meqmfkel907y88","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",19
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cgkdxlakel9a15db","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ctfdycckfxltt603","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",10
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cru0sjhkfxmhhwo6","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",10
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cc0lkeykfxnafywa","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",14
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c35bgzzkfze8b932","PG_29",33.62962484,35.42281694,"PG: Wadi El Zeini",23006,"Sibline","LBN33","Chouf",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-09","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c6wnnufkfzeb4qc3","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-09","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7byeqakh0lg3tj5","35277_09_001",34.51338056,35.96009722,"PC: Nahr el Bared",35002,"Mhammaret","LBN51","Aakar","community center and UNRWA PHC",NA,NA,"UNICEF",2,"Akkar","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cw67bdkkh0ljhzg6","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",15
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7hq1ffkh0lvj4m7","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek","Community Centre",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c5kqog6kh0m0jkv8","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",18
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ccv7ya2kh0m5qgr9","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygre77",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children",24
