"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","X2.3.1._training_modules_are_developed_and_tested_by_cerd","X2.3.2._a_baseline_study_on_public_school_teachers_in_lebanon_is_published","X2.3.2._a_child_friendly_version_of_the_mehe.s_cp_policy_is_drafted._designed_and_rolled_out","X2.3.2._a_community.centric_school_maintenance_policy_adopted_and_enforced_by_mehe","X2.3.2._a_national_strategy.policy_on_inclusive_education_is_validated_by_the_mehe","X2.3.2._policy_documents_on_the_institutionalization_of_ttcm_are_available","X2.3.2._qualitative_study_on_gender_dimensions_of_violence_against_children_in_schools_is_published","X2.3.2._the_inter.ministerial_national_strategy_on_child_marriage_in_education_is_implemented","X2.3.3._technical_review_of_alp_packages_conducted_as_applicable","X2.3.3._technical_review_of_cb.ece_packages_conducted_as_applicable","X2.3.4._the_content_of_the_remedial.homework_support_package_is_revised_to_cater_for_lebanese_and_non.lebanese_children_in_basic_education","X2.3.5._document_available_on_unicef.s_standardised_rates_and_procedures_to_support_the_mehe.unicef_awp","X2.3.5._technical_assistance_and.or_deployment_support","X2.3.5._technical_support_for_contingency_planning","X2.3.5._technical_support_for_curriculum_review","X2.3.6._the_race_ii_mtr_document._oriented_towards_lebanon.s_sdg4_goals._is_completed_and_validated_by_the_mehe_and_rec","children_with_disability_in_retention_support","comment","disability._children_with_a_disability_enrolled_in_nfe_programs","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","language_program_venue","month","outreach_platform_._questionnaire_used_by_partner","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","remedial.homework_support_programs_venue","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cpacqybkg945qm25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cnt6lf2kg93bmlp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud",NA,"2020-09",NA,"Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cbaw3itkg95if0i5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-09",NA,"Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c4bhqt0kg958fgm7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cs02zz0kg95mlxw6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-09",NA,"Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c2pldajkg95ply4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cu2p4vfkg965n98c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",7,"Beyrouth",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cfzxv7skg96xn416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-09",NA,"ODA","Openness Development Association","No comment added","2021-03-24",NA,"LEBA/PCA2020541/PD2020785","UNICEF-Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-25",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c1lre2akg999ku2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cl42ngzkh4m1dt64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Netherlands",4,"Nord",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-07-31",NA,"LB4018","Dutch Ministry of Foreign Affairs- The Future is Ours","2019-06-01",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ctcv3nikh62b612b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",7,"Beyrouth",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cqhc0dukh62fnrwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c2gxwyvkh637enbi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c6q7odpkh9gg2702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"AICS",5,"Mont Liban",NA,"2020-10",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-13",NA,"CS/11263/10","AICS/AMAL","2019-06-14",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cwyan1xkh9tlqk62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",7,"Beyrouth",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ce7w91tkh9tnl9g3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c60ubslkh9tq9gb4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",9
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cidoycfkh9tsn2x5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cgbft5vkh9tvd7h6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ct20vjkh9txewi7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-10",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c9esfgskha80me33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"EUROPEAN UNION",5,"Mont Liban",NA,"2020-10",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-06-23",NA,"TF-MADAD/2019/T04.198","BTF2","2019-06-24",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c39dblgkhahopa99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-10",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c4tzb26khfz8ycx5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-10",NA,"LOST","The Lebanese Organization for Studies and Training","By the end of 2020, the most disadvantaged girls and boys between 03-18 years of age benefit from equitable access to quality,...","2021-02-09",NA,"LEBA/PCA2017029/PD2020753","UNICEF - Supporting vulnerable girls and boys to access and remain in education in Lebanon  (LOST)","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cn0v7mwkhfzg9ks6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-10",NA,"LOST","The Lebanese Organization for Studies and Training","By the end of 2020, the most disadvantaged girls and boys between 03-18 years of age benefit from equitable access to quality,...","2021-02-09",NA,"LEBA/PCA2017029/PD2020753","UNICEF - Supporting vulnerable girls and boys to access and remain in education in Lebanon  (LOST)","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",6
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c5dxa1ikhguexjr2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-10",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cqwdxrbkhgus6643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud",NA,"2020-10",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","caux1ulkhkesyp97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-10",NA,"Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c17pkdtkhkf8qsy9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-10",NA,"Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cycatrrkhkysvvo3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-10",NA,"Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cydhzackhl3iwz95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud",NA,"2020-10",NA,"Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cche8kqkia29urz2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-11",NA,"LOST","The Lebanese Organization for Studies and Training","By the end of 2020, the most disadvantaged girls and boys between 03-18 years of age benefit from equitable access to quality,...","2021-02-09",NA,"LEBA/PCA2017029/PD2020753","UNICEF - Supporting vulnerable girls and boys to access and remain in education in Lebanon  (LOST)","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ck5wq4ukia2cr753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-11",NA,"LOST","The Lebanese Organization for Studies and Training","By the end of 2020, the most disadvantaged girls and boys between 03-18 years of age benefit from equitable access to quality,...","2021-02-09",NA,"LEBA/PCA2017029/PD2020753","UNICEF - Supporting vulnerable girls and boys to access and remain in education in Lebanon  (LOST)","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cuufwi6kia49ftq3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"AICS",3,"Baalbek_Hermel",NA,"2020-11",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-13",NA,"CS/11263/10","AICS/AMAL","2019-06-14",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cbq0loakiejccxp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-11",NA,"Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cxm8qynkifkj3aj2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-11",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c3rm09tkiypfry95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-11",NA,"Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cgbp447kjmlwm3v3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-12",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i1922519808",NA,"1.1.3_Disability_BLN_Visual/Seeing: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
