"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","125","Minie","37020","Miniyeh-Danniyeh","LBN55","Nord","4","37271-04-001","34.469697","35.929388","CS: Minie 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0283744534","s1309915427","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","60","Minie","37020","Miniyeh-Danniyeh","LBN55","Nord","4","37271-04-001","34.469697","35.929388","CS: Minie 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0283744534","s1309915427","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","155","Minie","37020","Miniyeh-Danniyeh","LBN55","Nord","4","37271-04-001","34.469697","35.929388","CS: Minie 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0283744534","s1309915427","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","130","Minie","37020","Miniyeh-Danniyeh","LBN55","Nord","4","37271-04-001","34.469697","35.929388","CS: Minie 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0283744534","s1309915427","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","45","Minie","37020","Miniyeh-Danniyeh","LBN55","Nord","4","37271-04-001","34.469697","35.929388","CS: Minie 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0283744534","s1309915427","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","43","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m0627192155","s1312826581","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","45","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0289327603","Disability Indicator","5.4.1.c_Visual (Seeing): # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1576491477","Disability Indicator","5.4.1.c_Audio (Hearing): # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","30","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","37","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1064454304","Disability Indicator","5.4.1.c_Motor/Mobility: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","20","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","42","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m0627192155","s1312826581","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0946625199","Disability Indicator","5.4.1.c_Intellectual: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Barr Elias","51057","Zahleh","LBN25","Bekaa","6","51267-04-001","33.77536161","35.91127912","CS: Barr Elias 001","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1737687501","s1312826581","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","49","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","99","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","66","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","100","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","89","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","40","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1064454304","Disability Indicator","5.4.1.c_Motor/Mobility: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","109","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","51","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","130","Trablous Ez-Zahrieh","31005","Trablous","LBN56","Nord","4","CC_13","34.438489","35.842781","CC: Zahrieh_CC_13","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1796712027","s1359938492","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","35","Hermel","54001","Hermel","LBN22","Baalbek_Hermel","3","54111-01-024","34.4129","36.4147","IS: Hermel 024","Assabil Association","p0000023693","Assabil Association",NA,NA,"m0570389213","s1361857995","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","52","Hermel","54001","Hermel","LBN22","Baalbek_Hermel","3","54111-01-024","34.4129","36.4147","IS: Hermel 024","Assabil Association","p0000023693","Assabil Association",NA,NA,"m0570389213","s1361857995","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1006221337","s1376814854","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1170993621","s1376814854","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1006221337","s1376814854","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","20","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1170993621","s1376814854","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","8","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0081331731","s1376814854","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-02-28","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","4","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0138659524","s1376814854","2019-02-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0517551493","s1376814854","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","12","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0517551493","s1376814854","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","117","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1170993621","s1376814854","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0517551493","s1376814854","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","24","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1780043395","s1376814854","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0259664179","s1376814854","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0081331731","s1376814854","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","11","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1464409329","s1376814854","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","23","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0955207444","s1376814854","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0259664179","s1376814854","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","168","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1170993621","s1376814854","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","24","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0955207444","s1376814854","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","18","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1780043395","s1376814854","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","18","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1464409329","s1376814854","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Kfarzabad","51059","Zahleh","LBN25","Bekaa","6","51389-01-001","33.7623","35.9743","IS: Kfarzabad 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0081331731","s1376814854","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","23","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","10","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","185","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
