"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",90963,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0827030920","s1293802795","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",1563,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1212283077","s1293802795","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",5917,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0600056777","s1296199759","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",6041,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0425947509","s1296199759","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",338580,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1497149573","s1296199759","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6680,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0425947509","s1296199759","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",341766,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m2009774480","s1296199759","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",335178,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0600056777","s1296199759","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6669,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0726881612","s1296199759","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",343467,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0425947509","s1296199759","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6582,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1497149573","s1296199759","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",343035,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0726881612","s1296199759","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",6022,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m2009774480","s1296199759","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",329589,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0366605406","s1296199759","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6497,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0600056777","s1296199759","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",5958,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1497149573","s1296199759","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",6036,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0726881612","s1296199759","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6397,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0366605406","s1296199759","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",5810,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0366605406","s1296199759","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",6636,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m2009774480","s1296199759","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",270,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1570189636","s1309023363","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",297,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1476608372","s1309023363","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",297,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1288635217","s1309023363","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1164005186","2.1.1.1: DisSyr-Female # of individuals receiving food assistance through e-cards","Unit",4,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1835882453","s1309023363","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1164005186","2.1.1.1: DisSyr-Female # of individuals receiving food assistance through e-cards","Unit",8,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1570189636","s1309023363","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",3,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1476608372","s1309023363","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",2,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1570189636","s1309023363","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",3,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1288635217","s1309023363","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",135,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1835882453","s1309023363","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",1,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1835882453","s1309023363","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0901587854","2.1.1.1: DisSyr-Male # of individuals receiving food assistance through e-cards","Unit",1,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0429064821","s1309023363","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1164005186","2.1.1.1: DisSyr-Female # of individuals receiving food assistance through e-cards","Unit",4,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0429064821","s1309023363","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0408695421","2.1.1.1: DisSyr-Amount of cash ($) redeemed through e-cards","Unit",135,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0429064821","s1309023363","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1164005186","2.1.1.1: DisSyr-Female # of individuals receiving food assistance through e-cards","Unit",8,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1476608372","s1309023363","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1164005186","2.1.1.1: DisSyr-Female # of individuals receiving food assistance through e-cards","Unit",8,NA,NA,"Miniyeh-Danniyeh","LBN55","Nord","4",NA,NA,NA,"Miniyeh-Danniyeh","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1288635217","s1309023363","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1860,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0513490720","s1402368291","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",106785,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1885076707","s1402368291","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1855,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0830017469","s1402368291","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2111,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1885076707","s1402368291","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2136,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0513490720","s1402368291","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",107541,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0830017469","s1402368291","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1844,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1885076707","s1402368291","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1816,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1894296622","s1402368291","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1839,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1952445905","s1402368291","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2102,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1894296622","s1402368291","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2128,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1952445905","s1402368291","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",107109,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1952445905","s1402368291","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",107892,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0513490720","s1402368291","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i1819185736","2.1.1.3: PRS-Male # of individuals  receiving food assistance through ATM","Unit",1841,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1715165505","s1402368291","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",105789,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1894296622","s1402368291","2018-06-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2128,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m0830017469","s1402368291","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i2106296795","2.1.1.3: PRS-Amount of cash ($) redeemed through ATM","Unit",106650,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1715165505","s1402368291","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0685494867","2.1.1.3: PRS-Female # of individuals  receiving food assistance through ATM","Unit",2109,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"m1715165505","s1402368291","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1","i0422275507","2.1.1.4: PRL-Female # of individuals receiving food assistance through food vouchers","Unit",142,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Mennonite Central Committee","p0000001449","MCC",NA,NA,"m1613618319","s1431897541","2018-02-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
