"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0036893615","s1613408764","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1308296566","s1613408764","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0864212026","s1613408764","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0427833434","2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1308296566","s1613408764","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0953102176","s1613408764","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Qraiyet Saida","61014","Saida","LBN61","Sud","8",NA,NA,NA,"Qraiyet Saida","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0307733236","s1613408764","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1436725505","s1623406516","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1371137874","s1623406516","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2076705318","s1623406516","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2008513537","2.1.1.2: # of female LEB community representatives engaged in mechanisms","Individuals",4,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2076705318","s1623406516","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1750614716","2.1.1.2: # of male Lebanese civil servants engaged in mechanisms","Officials",2,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2076705318","s1623406516","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1744086358","s1623406516","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0427833434","2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2076705318","s1623406516","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1257024846","s1623406516","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1791669823","s1623406516","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1214728186","s1623406516","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0615196246","2.1.1.2: # of male LEB community representatives engaged in mechanisms","Individuals",4,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2076705318","s1623406516","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0825559726","s1623406516","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m1560846459","s1623856636","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m0426107860","s1623856636","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m0730964941","s1623856636","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m2017013723","s1623856636","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m1775507648","s1623856636","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m1307231089","s1623856636","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m0537854928","s1623856636","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zgharta","33004","Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"Germany","m0282683905","s1623856636","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1087754484","2.2.1.2: # male LEB youth participating in initiatives","Individuals",5,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0319180664","s1626382820","2018-06-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0245758163","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0319180664","s1626382820","2018-06-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0809352725","s1626382820","2018-08-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1539093778","2.2.1.2: # of children participating in initiatives","Individuals",20,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0309246063","s1626382820","2018-02-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1473241054","2.2.1.2: # female SYR youth participating in initiatives","Individuals",5,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0309246063","s1626382820","2018-02-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0245758163","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0309246063","s1626382820","2018-02-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0744176330","2.2.1.2: # male SYR youth participating in initiatives","Individuals",5,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1539093778","2.2.1.2: # of children participating in initiatives","Individuals",20,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0319180664","s1626382820","2018-06-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0928710471","s1626382820","2018-03-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1894114264","s1626382820","2018-05-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m0741145509","s1626382820","2018-07-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2141916106","2.2.1.2: # female LEB youth participating in initiatives","Individuals",5,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0245758163","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Schools","No","Social Stability",NA,"Austria","m1825846676","s1626382820","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Chhim","23013","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chhim","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","Yes","Social Stability",NA,"UNOCHA","m0355509034","s1633814605","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Chhim","23013","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chhim","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","Yes","Social Stability",NA,"UNOCHA","m1990234481","s1633814605","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0488874008","2.2.1.1: # youth initiatives established - media activities","Initiatives",1,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0744176330","2.2.1.2: # male SYR youth participating in initiatives","Individuals",14,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1473241054","2.2.1.2: # female SYR youth participating in initiatives","Individuals",9,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2141916106","2.2.1.2: # female LEB youth participating in initiatives","Individuals",13,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1087754484","2.2.1.2: # male LEB youth participating in initiatives","Individuals",6,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1313438550","2.2.1.3: # male SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",30,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2031803871","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0553654172","2.2.1.3: # female SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",15,"Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Nabatiyeh El-Faouka","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"Yes","Social Stability",NA,"UNICEF","m1649637421","s1635114044","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0783815303","2.2.1.2: # male PRL youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1848073088","2.2.1.2: # female PRS youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2141916106","2.2.1.2: # female LEB youth participating in initiatives","Individuals",20,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0720628069","2.2.1.2: # male PRS youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
