"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Sector of Funding","Government Strategy Supported","LCRP Appeal","Economic Sector targeted by intervention","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Governorate","For UNICEF Partners","Training certified/accredited","database.id","database"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1011089317",NA,"1.3.1.1: # of targeted villages benefiting from improved infrastructure","Villages",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.2: Improve environmental assets",NA,"i0749564168",NA,"Put '1' for each month for which Activity-1.3.2 will be ongoing in this location","units",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1208275547",NA,"1.3.1.4: USD value invested in infrastructure rehabilitation","Unit",2400,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",3,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.2: Improve environmental assets",NA,"i0973053957",NA,"1.3.2.4: USD value invested in environmental assets","USD",1440,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m0788616857","s0070998698","2019-02-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1299682294",NA,"1.3.1.12: # of kilometers of roads cleaned","KMs",40,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1541726556","s0070998698","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.2: Improve environmental assets",NA,"i0749564168",NA,"Put '1' for each month for which Activity-1.3.2 will be ongoing in this location","units",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m0788616857","s0070998698","2019-02-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.2: Improve environmental assets",NA,"i1477226133",NA,"1.3.2.2_LEB_Male:  # of individuals employed through environmental assets improvement","Individuals",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m0788616857","s0070998698","2019-02-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1405297766","s0188428310","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1474388158","s0188428310","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",4297,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1151754210","s0188428310","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",143,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1151754210","s0188428310","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",859,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1405297766","s0188428310","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",13,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1151754210","s0188428310","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0429961592",NA,"1.3.1.2_SYR_Female:  # of individuals employed through public infrastructure improvement","Individuals",1,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1405297766","s0188428310","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1928477042",NA,"1.3.1.2_LEB_Female:  # of individuals employed through public infrastructure improvement","Individuals",3,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1405297766","s0188428310","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Biret Rachaiya","55007","Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Biret Rachaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1151754210","s0188428310","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Bkassine","63008","Jezzine","LBN62","Sud","8",NA,NA,NA,"Bkassine","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods","MOAg Strategy","Yes","Agriculture","m1490743383","s0227671081","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Bkassine","63008","Jezzine","LBN62","Sud","8",NA,NA,NA,"Bkassine","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods","MOAg Strategy","Yes","Agriculture","m1367840390","s0227671081","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",362,"Bkassine","63008","Jezzine","LBN62","Sud","8",NA,NA,NA,"Bkassine","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods","MOAg Strategy","Yes","Agriculture","m1490743383","s0227671081","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",12,"Bkassine","63008","Jezzine","LBN62","Sud","8",NA,NA,NA,"Bkassine","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods","MOAg Strategy","Yes","Agriculture","m1490743383","s0227671081","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",12,"Bkassine","63008","Jezzine","LBN62","Sud","8",NA,NA,NA,"Bkassine","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods","MOAg Strategy","Yes","Agriculture","m1490743383","s0227671081","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1011089317",NA,"1.3.1.1: # of targeted villages benefiting from improved infrastructure","Villages",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1208275547",NA,"1.3.1.4: USD value invested in infrastructure rehabilitation","Unit",9957,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",3,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",360,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2071234815",NA,"1.3.1.8: # of sewage systems established or rehabilitated","Sewage systems",27,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1175031393","s0440303079","2019-01-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",6,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Construction and Transportation,Agriculture","m1350370441","s0440303079","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1723741625","s0613088200","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",266,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1723741625","s0613088200","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1928477042",NA,"1.3.1.2_LEB_Female:  # of individuals employed through public infrastructure improvement","Individuals",3,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1102826679","s0613088200","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",4661,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1102826679","s0613088200","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0263421764","s0613088200","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1102826679","s0613088200","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",12737,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1723741625","s0613088200","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1544463803","s0613088200","2019-04-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",10,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1102826679","s0613088200","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",10,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1723741625","s0613088200","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",68,"Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Ez-Zeitoun","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1102826679","s0613088200","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m1206519067","s0670240118","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",21,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",90,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
