"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Outreach platform","What type of Retention Program does your Organization implement?","database.id","database"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0927375956","s1306109058","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","30",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0228011370","s1306109058","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","26",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1059069043","s1306109058","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1742820376","Basic BLN","1.1.3_SYR_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","41",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1059069043","s1306109058","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","25",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1365656909","s1306109058","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1819191369","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_ENR: # of males (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Male","6",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1510733245","s1306109058","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-11-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","72",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1804233174","s1306109058","2019-11-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","32",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0228011370","s1306109058","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","18",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0974187261","s1306109058","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","70",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1365656909","s1306109058","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","5",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0100124634","s1306109058","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","5",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0100124634","s1306109058","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1742820376","Basic BLN","1.1.3_SYR_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","64",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1365656909","s1306109058","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1059069043","s1306109058","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","18",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1059069043","s1306109058","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-11-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","75",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1804233174","s1306109058","2019-11-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1375826460","Basic BLN","1.1.3_OTH_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0974187261","s1306109058","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","52",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1059069043","s1306109058","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","2",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0927375956","s1306109058","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","65",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0974187261","s1306109058","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","8",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0974187261","s1306109058","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1904065272","Disability Indicator","1.1.3_Disability_Sp.Services_Male: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","4",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m1838334587","s1356671278","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1904065272","Disability Indicator","1.1.3_Disability_Sp.Services_Male: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","7",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0297837590","s1356671278","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0540141579","Disability Indicator","1.1.3_Disability_Sp.Services_Intellectual: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","53",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0758665540","s1356671278","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0540141579","Disability Indicator","1.1.3_Disability_Sp.Services_Intellectual: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","8",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0297837590","s1356671278","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1904065272","Disability Indicator","1.1.3_Disability_Sp.Services_Male: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","38",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0758665540","s1356671278","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2011194946","Disability Indicator","1.1.3_Disability_Sp.Services_Female: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0297837590","s1356671278","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2011194946","Disability Indicator","1.1.3_Disability_Sp.Services_Female: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m1838334587","s1356671278","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment",NA,"i0553726540",NA,"---------- ENROLLMENT TO ALP ---------","","12",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0297837590","s1356671278","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2011194946","Disability Indicator","1.1.3_Disability_Sp.Services_Female: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","15",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m0758665540","s1356671278","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0540141579","Disability Indicator","1.1.3_Disability_Sp.Services_Intellectual: # of boys and girls with disabilities and learning difficulties enrolled in specialized services","Children","5",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Fista","p0000022239","Fista",NA,NA,"UNICEF","m1838334587","s1356671278","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","22",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1819191369","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_ENR: # of males (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Male","2",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","13",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1742820376","Basic BLN","1.1.3_SYR_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","9",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","25",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1486123883","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_ENR: # of females (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Female","6",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","SB Overseas","p0000014223","SBO",NA,NA,"Other","m1622214097","s1380539545","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","36",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1889457214","s1383219820","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1051763377","Disability Indicator","1.1.3_Disability_CB-ECE_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","8",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0319150141","s1383219820","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1986948345","Disability Indicator","1.1.3_Disability_CB-ECE_Speaking: # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0521378329","s1383219820","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1051763377","Disability Indicator","1.1.3_Disability_CB-ECE_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0521378329","s1383219820","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","45",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0319150141","s1383219820","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1574420034","Disability Indicator","1.1.3_Disability_CB-ECE_Intellectual: # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","3",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0319150141","s1383219820","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1574420034","Disability Indicator","1.1.3_Disability_CB-ECE_Intellectual: # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","3",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1889457214","s1383219820","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","43",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m2017983428","s1383219820","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment",NA,"i0981031220",NA,"---------- NFE ENROLLMENT OF CHILDREN WITH SPECIAL NEEDS ----------","Unit","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0184671374","s1383219820","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","40",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m2017983428","s1383219820","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","39",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0319150141","s1383219820","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1051763377","Disability Indicator","1.1.3_Disability_CB-ECE_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","9",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1889457214","s1383219820","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1986948345","Disability Indicator","1.1.3_Disability_CB-ECE_Speaking: # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","4",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0184671374","s1383219820","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment",NA,"i0981031220",NA,"---------- NFE ENROLLMENT OF CHILDREN WITH SPECIAL NEEDS ----------","Unit","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1706465376","s1383219820","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0726814194","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_COMPL: # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls","47",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0319150141","s1383219820","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0726814194","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_COMPL: # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls","43",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0130958290","s1383219820","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m2017983428","s1383219820","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
