"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Site Type","report.id","site.id","start_date","database.id","database"
"2019-10-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1926769552",NA,"2.1.a_PRS_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0453697403","s1175811764","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0534775081",NA,"2.2.c_PRS_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","5","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-03-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0546453193",NA,"2.2.c_SYR_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","9","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1679792962","s1175811764","2019-03-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i2003264175",NA,"2.1.a_LEB_Female: # of girls and boys engaged in community based child protection activities","Child/Adol.","19","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i0769378299",NA,"2.2.a_PRL_Male: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","48","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0262269595",NA,"2.1.a_LEB_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","25","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1503584644","s1175811764","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i0621320530",NA,"2.1.c_PRS_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0143026487","s1175811764","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0299124213",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","2","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1678498494","s1175811764","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1926769552",NA,"2.1.a_PRS_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","4","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0015133454",NA,"2.1.a_PRL_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","13","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1503584644","s1175811764","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1808949718",NA,"2.1.a_PRS_Female: # of girls and boys engaged in community based child protection activities","Child/Adol.","7","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-04-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0861444719",NA,"2.2.c_PRL_Male: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","3","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115609212","s1175811764","2019-04-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0546453193",NA,"2.2.c_SYR_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","19","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-12-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0299124213",NA,"2.2.c_LEB_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","7","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0988927604","s1175811764","2019-12-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1003699001",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities","Child/Adol.","19","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1678498494","s1175811764","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i0602797946",NA,"2.2.a_SYR_Female: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","25","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0453697403","s1175811764","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-11-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0808091050",NA,"2.1.a_SYR_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","12","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1210470712","s1175811764","2019-11-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0262269595",NA,"2.1.a_LEB_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","3","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1092174367","Disability Indicator","2.1.a_Speaking: # of girls and boys engaged in community based child protection activities","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-03-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1226891054",NA,"2.1.c_PRL_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1679792962","s1175811764","2019-03-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1226891054",NA,"2.1.c_PRL_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","2","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i1333914208",NA,"2.2.a_LEB_Male: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1926769552",NA,"2.1.a_PRS_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","3","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1503584644","s1175811764","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-12-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0829625771",NA,"2.2.c_PRL_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","35","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0988927604","s1175811764","2019-12-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-12-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1961056642",NA,"2.1.b_PRL_Male: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0988927604","s1175811764","2019-12-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0546453193",NA,"2.2.c_SYR_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","5","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-03-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1054548496",NA,"2.1.c_SYR_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","2","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1679792962","s1175811764","2019-03-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-11-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high to medium risk boys and girls receiving case management","i0682925587",NA,"2.1.d_SYR_Male: # of high to medium risk boys and girls receiving case management","Child/Adol.","5","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1210470712","s1175811764","2019-11-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-02-28","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i2003264175",NA,"2.1.a_LEB_Female: # of girls and boys engaged in community based child protection activities","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115869032","s1175811764","2019-02-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-12-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i1333914208",NA,"2.2.a_LEB_Male: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","16","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0988927604","s1175811764","2019-12-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-02-28","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i1063916407",NA,"2.2.a_LEB_Female: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","5","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115869032","s1175811764","2019-02-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1054548496",NA,"2.1.c_SYR_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","4","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i1661536495",NA,"2.2.a_PRS_Female: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","36","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-12-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1926769552",NA,"2.1.a_PRS_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","16","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0988927604","s1175811764","2019-12-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-03-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i1926769552",NA,"2.1.a_PRS_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","4","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1679792962","s1175811764","2019-03-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-02-28","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of caregivers engaged in activities to promote well-being and protection of children","i0534775081",NA,"2.2.c_PRS_Female: # of caregivers engaged in activities to promote well-being and protection of children","Caregivers","3","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115869032","s1175811764","2019-02-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-02-28","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i0769378299",NA,"2.2.a_PRL_Male: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","0","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115869032","s1175811764","2019-02-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i2003264175",NA,"2.1.a_LEB_Female: # of girls and boys engaged in community based child protection activities","Child/Adol.","8","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1678498494","s1175811764","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1049859481",NA,"2.1.b_PRL_Female: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","9","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1025607384",NA,"2.1.b_PRS_Female: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","2","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0453697403","s1175811764","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0015133454",NA,"2.1.a_PRL_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","23","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0453697403","s1175811764","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of girls and boys engaged in community based child protection activities","i0262269595",NA,"2.1.a_LEB_Male: # of girls and boys engaged in community based child protection activities","Child/Adol.","4","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-02-28","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1961056642",NA,"2.1.b_PRL_Male: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","119","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1115869032","s1175811764","2019-02-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1054548496",NA,"2.1.c_SYR_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0597634050","s1175811764","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i0602797946",NA,"2.2.a_SYR_Female: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","21","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1961056642",NA,"2.1.b_PRL_Male: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","64","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1678498494","s1175811764","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","i1025607384",NA,"2.1.b_PRS_Female: # of school aged children targeted by UNICEF that have access to psychosocial support in their schools/learning spaces during and after the humanitarian situation","Child/Adol.","23","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1226891054",NA,"2.1.c_PRL_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1226891054",NA,"2.1.c_PRL_Female: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m0143026487","s1175811764","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high to medium risk boys and girls receiving case management","i1310646081",NA,"2.1.d_PRL_Male: # of high to medium risk boys and girls receiving case management","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1503584644","s1175811764","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-08-31","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of high risk boys and girls receiving specialized/ focused PSS","i1120069730",NA,"2.1.c_PRL_Male: # of high risk boys and girls receiving specialized/ focused PSS","Child/Adol.","1","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1262388458","s1175811764","2019-08-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-06-30","OUTCOME 2 - CHILD PROTECTION",NA,"Child Protection","# of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","i1307898825",NA,"2.2.a_PRS_Male: # of mothers, fathers, community members, boys and girls are engaged in awareness, sensitization and social mobilisation interventions on child protection, justice for children and gender-based violence","Individuals","10","Beddaoui","37017","Miniyeh-Danniyeh","LBN55","Nord","4","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",NA,"p0000021367","MAP",NA,NA,"Community Center","m1825589935","s1175811764","2019-06-01",10167,"LCRP-2019-R Palestinian Programme"
